,index,UTM_X,UTM_Y,Lithology,Dist_from_fault,Probability_Mineralization
16099,16099,456300,2804500,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9937.769934846472,1
16100,16100,456350,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",9984.448589874028,1
16101,16101,456400,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10031.159255526574,1
16102,16102,456450,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10077.901486700268,1
16103,16103,456500,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10124.674846212814,1
16104,16104,456550,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10171.478904634934,1
16105,16105,456600,2804500,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10218.313240125912,1
16106,16106,456650,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10265.177438273122,1
16107,16107,456700,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10312.071091935437,1
16108,16108,456750,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10358.99380109041,1
16109,16109,456800,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10405.945172685111,1
16110,16110,456850,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10452.924820490558,1
16111,16111,456900,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10499.932364959623,1
16112,16112,456950,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10546.967433088319,1
16113,16113,457000,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10594.029658280395,1
16114,16114,457050,2804500,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10641.11868021514,1
16115,16115,454050,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",7902.300736383246,1
16116,16116,454100,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",7946.779177386408,1
16117,16117,454150,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",7991.322897996377,1
16118,16118,454200,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8035.93081266509,1
16119,16119,454250,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8080.60185826769,1
16120,16120,454300,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8125.334993570311,1
16121,16121,454350,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8170.129198711441,1
16122,16122,454400,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8214.98347469648,1
16123,16123,454450,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8259.8968429052,1
16124,16124,454500,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8304.868344611748,1
16125,16125,454550,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8349.897040516926,1
16126,16126,454600,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8394.982010292359,1
16127,16127,454650,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8440.122352136332,1
16128,16128,454700,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8485.317182340938,1
16129,16129,454750,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8530.565634870254,1
16130,16130,454800,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8575.866860949298,1
16131,16131,454850,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8621.220028663425,1
16132,16132,454900,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8666.624322567952,1
16133,16133,454950,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8712.0789433077,1
16134,16134,455000,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8757.583107246224,1
16135,16135,455050,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8803.136046104448,1
16136,16136,455100,2804550,"QUARTZITE, MARBLE, CONGLOMERATE",8848.737006608482,1
16137,16137,455150,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8894.385250146379,1
16138,16138,455200,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8940.080052433561,1
16139,16139,455250,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8985.820703186742,1
16140,16140,455300,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9031.606505806069,1
16141,16141,455350,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9077.436777065292,1
16142,16142,455800,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9491.803818806446,1
16143,16143,455850,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9538.043934717833,1
16144,16144,455900,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9584.32180524562,1
16145,16145,455950,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9630.636886125738,1
16146,16146,456000,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9676.988643080278,1
16147,16147,456050,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9723.376551599948,1
16148,16148,456100,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9769.800096731904,1
16149,16149,456150,2804550,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9816.258772872774,1
16150,16150,456200,2804550,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9862.752083566773,1
16151,16151,456250,2804550,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9909.279541308728,1
16152,16152,456300,2804550,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9955.840667351942,1
16153,16153,456350,2804550,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10002.434991520704,1
16154,16154,456400,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10049.062052027382,1
16155,16155,456450,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10095.721395293938,1
16156,16156,456500,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10142.412575777757,1
16157,16157,456550,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10189.135155801685,1
16158,16158,456600,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10235.888705388155,1
16159,16159,456650,2804550,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10282.672802097315,1
16160,16160,456700,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10329.487030868999,1
16161,16161,456750,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10376.330983868522,1
16162,16162,456800,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10423.204260336111,1
16163,16163,456850,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10470.106466439962,1
16164,16164,456900,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10517.037215132734,1
16165,16165,456950,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10563.996126011498,1
16166,16166,457000,2804550,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10610.982825180943,1
16167,16167,454100,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",7969.679504842244,1
16168,16168,454150,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8014.095942512888,1
16169,16169,454200,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8058.577798948183,1
16170,16170,454250,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8103.123996805155,1
16171,16171,454300,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8147.733480760067,1
16172,16172,454350,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8192.40521699199,1
16173,16173,454400,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8237.138192679335,1
16174,16174,454450,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8281.931415509041,1
16175,16175,454500,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8326.783913198096,1
16176,16176,454550,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8371.694733027096,1
16177,16177,454600,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8416.662941385537,1
16178,16178,454650,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8461.687623328555,1
16179,16179,454700,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8506.76788214482,1
16180,16180,454750,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8551.902838935302,1
16181,16181,454800,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8597.091632202642,1
16182,16182,454850,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8642.33341745085,1
16183,16183,454900,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8687.627366795074,1
16184,16184,454950,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8732.97266858117,1
16185,16185,455000,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8778.368527014842,1
16186,16186,455050,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8823.814161800086,1
16187,16187,455100,2804600,"QUARTZITE, MARBLE, CONGLOMERATE",8869.308807786701,1
16188,16188,455150,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8914.851714626653,1
16189,16189,455200,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8960.442146439025,1
16190,16190,455250,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9006.079381483365,1
16191,16191,455300,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9051.762711841204,1
16192,16192,455900,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9603.31799860168,1
16193,16193,455950,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9649.541903539566,1
16194,16194,456000,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9695.803283589503,1
16195,16195,456050,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9742.101604888137,1
16196,16196,456100,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9788.436343250285,1
16197,16197,456150,2804600,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9834.806983960694,1
16198,16198,456200,2804600,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9881.213021570835,1
16199,16199,456250,2804600,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9927.653959700652,1
16200,16200,456300,2804600,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9974.129310845086,1
16201,16201,456350,2804600,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10020.63859618528,1
16202,16202,456400,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10067.181345404339,1
16203,16203,456450,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10113.757096507514,1
16204,16204,456500,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10160.36539564671,1
16205,16205,456550,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10207.005796949179,1
16206,16206,456600,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10253.677862350325,1
16207,16207,456650,2804600,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10300.381161430492,1
16208,16208,456700,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10347.115271255616,1
16209,16209,456750,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10393.879776221687,1
16210,16210,456800,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10440.674267902874,1
16211,16211,456850,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10487.49834490324,1
16212,16212,456900,2804600,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10534.351612711967,1
16213,16213,454200,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8081.470674169452,1
16214,16214,454250,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8125.891374080746,1
16215,16215,454300,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8170.376551252633,1
16216,16216,454350,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8214.925158220121,1
16217,16217,454400,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8259.536168639066,1
16218,16218,454450,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8304.208576797424,1
16219,16219,454500,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8348.941397138618,1
16220,16220,454550,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8393.733663796698,1
16221,16221,454600,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8438.584430143064,1
16222,16222,454650,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8483.492768344413,1
16223,16223,454700,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8528.45776893167,1
16224,16224,454750,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8573.478540379627,1
16225,16225,454800,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8618.554208697013,1
16226,16226,454850,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8663.683917026754,1
16227,16227,454900,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8708.866825256144,1
16228,16228,454950,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8754.102109636719,1
16229,16229,455000,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8799.38896241353,1
16230,16230,455050,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8844.726591463643,1
16231,16231,455100,2804650,"QUARTZITE, MARBLE, CONGLOMERATE",8890.114219943582,1
16232,16232,455150,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8935.551085945517,1
16233,16233,455200,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8981.036442161958,1
16234,16234,456000,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9714.83882675494,1
16235,16235,456050,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9761.046859621376,1
16236,16236,456100,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9807.29209117498,1
16237,16237,456150,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9853.573997668173,1
16238,16238,456200,2804650,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9899.892064735926,1
16239,16239,456250,2804650,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9946.24578719631,1
16240,16240,456300,2804650,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9992.634668855826,1
16241,16241,456350,2804650,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10039.058222319383,1
16242,16242,456400,2804650,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10085.515968804839,1
16243,16243,456450,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10132.007437961956,1
16244,16244,456500,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10178.532167695666,1
16245,16245,456550,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10225.089703993528,1
16246,16246,456600,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10271.67960075729,1
16247,16247,456650,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10318.301419638432,1
16248,16248,456700,2804650,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10364.954729877574,1
16249,16249,456750,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10411.639108147694,1
16250,16250,456800,2804650,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",10458.35413840101,1
16251,16251,454300,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8193.262177241688,1
16252,16252,454350,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8237.687021908407,1
16253,16253,454400,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8282.175429005185,1
16254,16254,454450,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8326.726379719477,1
16255,16255,454500,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8371.338875509415,1
16256,16256,454550,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8416.011937640907,1
16257,16257,454600,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8460.744606736056,1
16258,16258,454650,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8505.535942332634,1
16259,16259,454700,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8550.385022454328,1
16260,16260,454750,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8595.290943191527,1
16261,16261,454800,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8640.252818292374,1
16262,16262,454850,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8685.269778763832,1
16263,16263,454900,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8730.340972482538,1
16264,16264,454950,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8775.465563815196,1
16265,16265,455000,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8820.642733248262,1
16266,16266,455050,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8865.87167702671,1
16267,16267,455100,2804700,"QUARTZITE, MARBLE, CONGLOMERATE",8911.151606801637,1
16268,16268,456100,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9826.366076906745,1
16269,16269,456150,2804700,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",9872.558566211834,1
16270,16270,456200,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9918.787980856414,1
16271,16271,456250,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,9965.053806933542,1
16272,16272,456300,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10011.355539634966,1
16273,16273,456350,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10057.692683060002,1
16274,16274,456400,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10104.064750028956,1
16275,16275,456450,2804700,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10150.471261900933,1
16276,16276,456500,2804700,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10196.911748395969,1
16277,16277,456550,2804700,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10243.385747421346,1
16278,16278,456600,2804700,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10289.89280490199,1
16279,16279,456650,2804700,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10336.432474614865,1
16280,16280,456700,2804700,"QUARTZITE, MICA SCHIST, CALC-SCHIST, MARBLE",10383.004318027215,1
16281,16281,454400,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8305.054000581666,1
16282,16282,454450,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8349.482877309021,1
16283,16283,454500,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8393.974427193327,1
16284,16284,454550,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8438.527658915065,1
16285,16285,454600,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8483.14160062023,1
16286,16286,454650,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8527.815299481608,1
16287,16287,454700,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8572.547821270617,1
16288,16288,454750,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8617.338249939516,1
16289,16289,454800,2804750,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8662.185687213685,1
16290,16290,454850,2804750,"QUARTZITE, MARBLE, CONGLOMERATE",8707.089252193791,1
16291,16291,454900,2804750,"QUARTZITE, MARBLE, CONGLOMERATE",8752.048080967543,1
16292,16292,454950,2804750,"QUARTZITE, MARBLE, CONGLOMERATE",8797.061326230862,1
16293,16293,455000,2804750,"QUARTZITE, MARBLE, CONGLOMERATE",8842.128156918203,1
16294,16294,456400,2804750,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,10122.826511826528,1
16295,16295,454700,2804800,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",8594.9443432597,1
16296,16296,461450,2813850,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17850.83759894689,1
16297,16297,463150,2813850,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18633.51727519598,1
16298,16298,461150,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17564.7502817389,1
16299,16299,461200,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17608.298517433726,1
16300,16300,461250,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17651.88094505146,1
16301,16301,461300,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17695.497311957155,1
16302,16302,461350,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17739.14736780477,1
16303,16303,461400,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17782.830864513864,1
16304,16304,461450,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17826.547556246525,1
16305,16305,461500,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17870.297199384542,1
16306,16306,461550,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17914.079552506824,1
16307,16307,461600,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17957.894376367043,1
16308,16308,461650,2813900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,17992.164622870696,1
16309,16309,461700,2813900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,18022.577620472515,1
16310,16310,461750,2813900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,18053.077863772523,1
16311,16311,462850,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18745.281493856604,1
16312,16312,462900,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18777.670104499113,1
16313,16313,462950,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18781.484753644392,1
16314,16314,463000,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18754.998209125206,1
16315,16315,463050,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18728.607692436795,1
16316,16316,463100,2813900,SULPHIDE-BEARING BANDED MAGNETITE QUARTZITE,18702.313610088877,1
16317,16317,463150,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18676.11636939084,1
16318,16318,463200,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18650.01637843628,1
16319,16319,463250,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18624.014046087228,1
16320,16320,463300,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18598.10978195815,1
16321,16321,463350,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18572.30399639959,1
16322,16322,463400,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18546.597100481617,1
16323,16323,463450,2813900,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",18520.98950597689,1
16324,16324,461050,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17453.09138269108,1
16325,16325,461100,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17496.631762478675,1
16326,16326,461150,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17540.206590886828,1
16327,16327,461200,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17583.815611811955,1
16328,16328,461250,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17627.458571484825,1
16329,16329,461300,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17671.13521844666,1
16330,16330,461350,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17714.845303525457,1
16331,16331,461400,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17758.588579812586,1
16332,16332,461450,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17802.36480263962,1
16333,16333,461500,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17846.173729555423,1
16334,16334,461550,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17890.01512030345,1
16335,16335,461600,2813950,"CALC-GNEISS/ SCHIST/MARBLE,QZT,AMP.SCHIST",17922.077436972824,1
16336,16336,461650,2813950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,17952.469911583958,1
16337,16337,461700,2813950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,17982.95004152,1
16338,16338,461750,2813950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,18013.517381824153,1
16339,16339,461800,2813950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,18044.171489285887,1
